Freq (Hz)	mic1(Pa^2 )	mic2(Pa^2 )	mic3(Pa^2 )	mic4(Pa^2 )
1.131000000000000E+3	6.233133965693748E-3	6.865847306676223E-6	2.245369487829569E-3	10.359972833920929E-6
1.132000000000000E+3	7.149836037031213E-3	8.630528624346608E-6	2.571942895808553E-3	12.918296130854431E-6
1.133000000000000E+3	8.226700704485296E-3	10.851104130502416E-6	2.955242895083011E-3	16.100101306777903E-6
1.134000000000000E+3	9.665721678719787E-3	13.848697932615317E-6	3.465171167795175E-3	20.190507232861224E-6
1.135000000000000E+3	11.486057377272601E-3	18.172987485768277E-6	4.110486005606156E-3	26.416766020272922E-6
1.136000000000000E+3	13.558913548625942E-3	23.449878783986490E-6	4.841087167263881E-3	33.557378388780721E-6
1.137000000000000E+3	15.709419835245396E-3	29.679997641659772E-6	5.601108869032850E-3	42.065662428360373E-6
1.138000000000000E+3	17.934226368929735E-3	37.050613658375491E-6	6.385263869229618E-3	52.337217549899967E-6
1.139000000000000E+3	20.436260255425717E-3	45.926109185044978E-6	7.265177283164866E-3	64.509522305627570E-6
1.140000000000000E+3	23.142575035465261E-3	56.543383111717999E-6	8.214141794219582E-3	78.916692789917218E-6
1.141000000000000E+3	25.570085851032553E-3	68.165205111025680E-6	9.060596026131015E-3	94.654610606043706E-6
1.142000000000000E+3	27.192382038228297E-3	79.736375657349978E-6	9.622134287587836E-3	110.565190105540630E-6
1.143000000000000E+3	27.798867110229782E-3	89.825454312644852E-6	9.821517319687922E-3	123.933710254395430E-6
1.144000000000000E+3	27.783327135422968E-3	98.935072290918559E-6	9.799981929996010E-3	135.807710809856610E-6
1.145000000000000E+3	27.350719311945500E-3	106.846325416170100E-6	9.632037062729687E-3	145.471726203589060E-6
1.146000000000000E+3	26.283390886622748E-3	113.752596234028030E-6	9.239501890638156E-3	153.941091904904200E-6
1.147000000000000E+3	24.517254176981591E-3	119.105648077756740E-6	8.605702004896779E-3	160.224393369927010E-6
