Freq (Hz)	Gxymic2/mic1_Real	Gxymic2/mic1_Imag	Gxymic3/mic1_Real	Gxymic3/mic1_Imag	Gxymic4/mic1_Real	Gxymic4/mic1_Imag
2.039000000000000E+3	9.232938410307098E-6	-4.027093450272065E-6	-4.428359639223959E-6	172.268517506547980E-9	18.384723200323472E-6	-15.825741031498189E-6
2.040000000000000E+3	6.587454243825436E-6	-3.072370230896794E-6	-3.174902986180645E-6	128.011300618458380E-9	13.027690039674910E-6	-11.748264290447732E-6
2.041000000000000E+3	4.824178307120578E-6	-2.339093905385688E-6	-2.332593724114245E-6	22.547917428920664E-9	9.440235229517920E-6	-8.904370272254628E-6
2.042000000000000E+3	5.075308326742690E-6	-2.521124096556321E-6	-2.451913177237734E-6	19.830458346068727E-9	9.884847581793702E-6	-9.474348743806949E-6
2.043000000000000E+3	1.468148620247402E-6	-802.436314021968380E-9	-719.970646607700100E-9	15.257007089724051E-9	2.836438872247547E-6	-2.889366748691264E-6
2.044000000000000E+3	886.832808415306640E-9	-461.113566009037310E-9	-441.008293246177580E-9	-19.998985511334558E-9	1.712894055184044E-6	-1.695095853983346E-6
2.045000000000000E+3	975.303690750795660E-9	-497.964676451324580E-9	-474.146438743389830E-9	-48.605707506251543E-9	1.867245539881871E-6	-1.856575389887580E-6
2.046000000000000E+3	1.355068285639561E-6	-718.770363470687490E-9	-663.985955100248990E-9	-91.223126940722285E-9	2.592097085813175E-6	-2.669396781084920E-6
2.047000000000000E+3	1.019480526007428E-6	-547.834553565626630E-9	-500.515354034345720E-9	-90.983168286913963E-9	1.966574344336447E-6	-1.994395346557679E-6
2.048000000000000E+3	844.876160557287940E-9	-443.017938714579170E-9	-419.118723428324750E-9	-103.850792454602860E-9	1.631241953084604E-6	-1.644096314550976E-6
2.049000000000000E+3	1.495213842160820E-6	-819.791885720808170E-9	-732.679610394383130E-9	-176.789410796064260E-9	2.819822796787680E-6	-3.108211046787555E-6
2.050000000000000E+3	3.861310341322505E-6	-2.136551885208893E-6	-1.834360600777142E-6	-613.256452040881540E-9	7.266196666809533E-6	-8.038755239463094E-6
2.051000000000000E+3	3.727819403402594E-6	-1.988429679708476E-6	-1.767531157327412E-6	-710.253878542116420E-9	7.112820979152865E-6	-7.567189349051676E-6
2.052000000000000E+3	1.115823861047601E-6	-581.252729270255280E-9	-545.065047054499290E-9	-285.589485586917590E-9	2.203607312277422E-6	-2.235208873238500E-6
2.053000000000000E+3	1.716525937909682E-6	-911.551425371212360E-9	-817.374735769135710E-9	-501.121349856564930E-9	3.289674860094195E-6	-3.461662872813633E-6
2.054000000000000E+3	552.644771913343130E-9	-271.588495258039590E-9	-260.225992950773320E-9	-182.412184318400600E-9	1.063555774642586E-6	-1.085409641779770E-6
2.055000000000000E+3	628.691082401079800E-9	-338.914844393093010E-9	-283.568133104324440E-9	-221.411719475654910E-9	1.188517451242658E-6	-1.314128581572096E-6
2.056000000000000E+3	732.471813440075660E-9	-403.179295941760110E-9	-323.091862722750710E-9	-278.700296019917810E-9	1.376854382189244E-6	-1.567983178239821E-6
2.057000000000000E+3	1.049734741655401E-6	-529.932519644185620E-9	-473.332025155604090E-9	-465.580444144673160E-9	1.964798466196749E-6	-2.082274694921681E-6
2.058000000000000E+3	3.461467183323164E-6	-1.747829938168695E-6	-1.546698850778796E-6	-1.706284198207280E-6	6.610640901795273E-6	-6.950322028055150E-6
2.059000000000000E+3	2.756419922161641E-6	-1.402055218421427E-6	-1.241962179553944E-6	-1.514202458606109E-6	5.331893448096915E-6	-5.619375821727671E-6
2.060000000000000E+3	2.114364513404962E-6	-1.036075164025714E-6	-926.197276486236500E-9	-1.272876637612582E-6	4.071999747839964E-6	-4.248712200197365E-6
2.061000000000000E+3	1.828530887194517E-6	-861.119588873880410E-9	-770.715066541004710E-9	-1.250919728324738E-6	3.536392581768696E-6	-3.600991800474926E-6
2.062000000000000E+3	834.801422923688270E-9	-399.481900639067130E-9	-361.715910930094770E-9	-608.127495245341240E-9	1.628080204376680E-6	-1.668790311397904E-6
2.063000000000000E+3	539.754281109161120E-9	-254.496737726938900E-9	-231.542130109436150E-9	-460.387926141385470E-9	1.059172306805544E-6	-1.089973586285629E-6
2.064000000000000E+3	384.200436871948370E-9	-168.637244738910110E-9	-153.179854998951480E-9	-358.399222540784710E-9	736.553510421042490E-9	-762.900313497269970E-9
2.065000000000000E+3	390.966630703052080E-9	-154.480753149366710E-9	-158.910369273938320E-9	-393.770127929933540E-9	749.263208156495180E-9	-733.660021208462850E-9
2.066000000000000E+3	880.104332885480400E-9	-344.672445834200190E-9	-336.741202855735950E-9	-990.674843279834070E-9	1.693026206878237E-6	-1.569684966577135E-6
2.067000000000000E+3	1.412587614719659E-6	-592.491723666140470E-9	-517.571085004943460E-9	-1.651085740806414E-6	2.756921707766108E-6	-2.516969389121700E-6
2.068000000000000E+3	658.861508697224350E-9	-281.336170311790800E-9	-209.923516683319070E-9	-852.801598737699090E-9	1.356157833035999E-6	-1.233597656954671E-6
2.069000000000000E+3	452.466281598056700E-9	-176.217434617387950E-9	-124.162089176056810E-9	-700.006694715707270E-9	930.790893462433560E-9	-858.335790624890430E-9
2.070000000000000E+3	421.551066884989940E-9	-156.475398328364860E-9	-118.922422986193530E-9	-668.485835155252890E-9	845.579465908521340E-9	-741.817449801260680E-9
2.071000000000000E+3	448.688113202488900E-9	-165.387046684790200E-9	-110.529937791573500E-9	-841.663052553678690E-9	941.390350359830860E-9	-811.561553575191880E-9
2.072000000000000E+3	723.164234150230380E-9	-236.720383302373800E-9	-167.756361627770470E-9	-1.442488322994748E-6	1.512932530299476E-6	-1.218271847824244E-6
2.073000000000000E+3	498.076093646506510E-9	-149.908902506290900E-9	-100.270376351705300E-9	-1.080338937258249E-6	1.041292932031289E-6	-788.303944287943180E-9
